1015500,0
1017900,1
1055540,2
105600,3
1056960,4
1057090,5
107410,6
1089980,7
1113000,8
1118200,9
1128000,10
113200,11
1144400,12
1145360,13
1158310,14
1170880,15
1180380,16
1190460,17
1222700,18
1225330,19
1229490,20
1240210,21
1289310,22
1291340,23
200900,24
203160,25
204360,26
205100,27
206190,28
206440,29
207610,30
212680,31
213670,32
214560,33
214950,34
218620,35
219150,36
219740,37
221380,38
221640,39
225540,40
227300,41
233860,42
236510,43
236850,44
238320,45
238460,46
239030,47
239140,48
240,49
240720,50
242760,51
242920,52
247240,53
247730,54
250320,55
250760,56
250900,57
252490,58
252950,59
253230,60
255710,61
258180,62
262060,63
264200,64
264710,65
268500,66
268910,67
269950,68
270880,69
271590,70
272270,71
274190,72
275390,73
275850,74
281990,75
282560,76
283640,77
284160,78
285190,79
286160,80
2870,81
288160,82
289070,83
291860,84
292030,85
292730,86
294100,87
297130,88
304390,89
306130,90
311690,91
312530,92
312660,93
322110,94
322330,95
323190,96
32470,97
332200,98
334040,99
337340,100
339800,101
341800,102
346110,103
35140,104
352550,105
355790,106
356190,107
357190,108
359550,109
362890,110
364360,111
367520,112
374320,113
377160,114
379430,115
379720,116
381210,117
382310,118
385560,119
390340,120
391220,121
391540,122
39210,123
393520,124
394360,125
397540,126
4000,127
400940,128
405710,129
40800,130
412830,131
413150,132
413410,133
413420,134
417290,135
418370,136
420,137
420290,138
420530,139
421020,140
424840,141
425580,142
427290,143
427520,144
428550,145
428690,146
429660,147
431960,148
433340,149
435150,150
440900,151
445220,152
447040,153
447530,154
447820,155
457140,156
460930,157
464920,158
466560,159
476600,160
477160,161
47890,162
481510,163
485510,164
48700,165
489830,166
489940,167
493340,168
495560,169
501080,170
502280,171
502800,172
503940,173
504230,174
508440,175
510510,176
512900,177
513710,178
517630,179
518790,180
519860,181
524220,182
524580,183
526160,184
526870,185
527230,186
530070,187
531510,188
535930,189
537800,190
541210,191
543460,192
543900,193
544750,194
546050,195
546560,196
548430,197
551730,198
55230,199
552500,200
552520,201
555220,202
560130,203
569860,204
570940,205
571740,206
572410,207
574050,208
577800,209
578080,210
581320,211
582010,212
582160,213
582660,214
583470,215
583950,216
585420,217
588650,218
589360,219
590380,220
593600,221
594570,222
594650,223
595520,224
598330,225
606280,226
609320,227
611760,228
613100,229
613830,230
619080,231
619290,232
620,233
620590,234
620980,235
621060,236
626690,237
629760,238
629910,239
631510,240
632350,241
636480,242
637090,243
637650,244
637670,245
638970,246
640820,247
644560,248
644930,249
646570,250
646910,251
648350,252
648800,253
666140,254
671440,255
671510,256
673880,257
673950,258
677120,259
677160,260
678950,261
681660,262
683320,263
686600,264
688130,265
690830,266
696170,267
698780,268
70,269
701160,270
704850,271
712100,272
723390,273
72850,274
728880,275
730310,276
731490,277
732810,278
736260,279
739630,280
743450,281
748490,282
7510,283
753420,284
753650,285
758190,286
760060,287
772540,288
773951,289
779340,290
782330,291
787480,292
787860,293
788260,294
792990,295
812140,296
814380,297
817130,298
823130,299
825630,300
834910,301
841370,302
857980,303
858210,304
863550,305
872790,306
875210,307
883710,308
8870,309
8930,310
899440,311
945360,312
960090,313
